timestamp,gyroscope.x,gyroscope.y,gyroscope.z,acceleration.x,acceleration.y,acceleration.z,gyroscope_filtered.x,gyroscope_filtered.y,gyroscope_filtered.z,acceleration_filtered.x,acceleration_filtered.y,acceleration_filtered.z
0,0.0,0.0,0.0,0.0,0.0,-9.81,0.0,0.0,0.0,0.0,0.0,-9.81
10000000,0.09123366228851124,-0.050591993161822967,0.20801659518516313,-0.06950066640267616,-0.010635058441062606,-9.88359454957573,0.026819042314984425,-0.00882715223225249,0.0775705636687549,-0.013885879133504678,0.019348413756295528,-9.805382034201468
20000000,-0.0445908875875395,-0.2078740479073669,0.7216140477264057,0.14004792283848963,-0.03685465772331439,-9.983497380909354,-0.013806361850941584,-0.06614357909429718,0.4301908318423788,0.042532761256700684,0.011379068844853518,-9.85242712691804
30000000,-0.0773554329065573,-0.3183298789015793,1.3337712132624933,0.029989299913666237,0.0846849111222859,-10.132408189371974,-0.05085172753020696,-0.18648464800767595,0.9138632273455458,0.020639479413319055,0.06110514152230505,-9.985102113053003
40000000,-0.09365465749065899,-0.5124669723505749,1.7001991654855326,0.029489133234005448,-0.1098108867692492,-10.128931823092978,-0.09207053808228982,-0.3953233783227371,1.4108526698730417,0.057149017363113855,-0.007209616837392695,-10.12308682204003
50000000,-0.14635018785248877,-0.651552780801258,2.2823896908848935,0.040322277092129315,0.011718080872694131,-10.22003918133445,-0.08049573468625945,-0.581304368219903,1.9118569701104826,0.030540397356653422,-0.016802320721837044,-10.189448456313258
60000000,0.011023169264750391,-0.772376310573918,2.718867747198745,0.16763981646530884,0.013039600167940472,-10.232290732288819,-0.036517586880291615,-0.7213441252030702,2.392062006593484,0.08886890144749555,-0.008644395276425278,-10.202398827329377
70000000,-0.03679099426928191,-0.9810126248848883,3.120929765531351,0.07570437889077451,-0.032665685298902895,-10.194749283681077,-0.004380221670384623,-0.8699750238637372,2.806454596121111,0.06982918355864354,-0.009860555591913811,-10.247935278088583
80000000,0.06868822200208886,-1.1594481641920154,3.339453445751662,-0.03416063000738351,0.0044326737399507975,-10.315612475131523,0.007370972259945999,-1.0463157705365995,3.190670975991492,-0.0018773896660973476,-0.024485806279610074,-10.248565970179552
90000000,0.011989820655323585,-1.2916484640572372,3.743085377384586,0.018103096756299467,0.033984664427483775,-10.211193170818706,0.03037325035626735,-1.1794527047352996,3.471944840026013,-0.054589093317119364,0.017191175196919272,-10.227400077053248
99999999,0.07998698021598878,-1.4399040878036709,3.979395276017773,-0.05524849516146332,0.0285989239875811,-10.133914096052104,0.0294640331061876,-1.3421512595002394,3.7697861209133166,-0.000352150225202624,-0.019745340637298273,-10.189096476569672
109999999,0.07030332794681488,-1.4539954677182338,4.279946903075198,0.052605536358616076,-0.08622152831108426,-10.191922587142079,0.03298238242736019,-1.436407765886277,4.098556671470077,0.0034597289108649256,-0.0515853494574747,-10.188693306067433
119999999,0.15807246902723313,-1.5865372215793874,4.589187910707074,0.008402845391329048,0.04881172432245182,-10.077025744159409,0.08820935434475204,-1.5231612116974391,4.376660023793976,0.011446736977622397,0.016372552621636286,-10.153101902637983
129999999,0.2938501324464224,-1.6765310740913253,4.797675006711953,0.0304153971327608,-0.03816600190609319,-10.056850224515129,0.18206536294414988,-1.6152932784372511,4.651952829724063,0.008356740321179489,0.01945497381347117,-10.098153211087523
140000000,0.2799599300159346,-1.7076669644466749,4.97784613182528,0.09837034677415218,0.12418578879366872,-10.035627979408066,0.24834659666263792,-1.6678211115267116,4.820777164647805,-0.030795722313334,0.05030666799328053,-10.084204631891257
150000000,0.5097108965552704,-1.7479406196098837,5.088779733559195,0.12106132589344587,0.077088091770996,-10.06574063183554,0.3633798642232028,-1.7298627420599153,4.970345162179918,0.01713112956723147,0.06986297820841648,-10.081852971075776
160000000,0.48339474275065136,-1.7559999864997915,5.198580512945008,0.08113482761048268,0.05395731951965955,-10.040734914013422,0.4650854739840499,-1.757882495435661,5.093672021424746,0.07589702824138694,0.02791238229132009,-10.077854779505952
170000000,0.602593667675271,-1.7678101475726822,5.349533609071444,0.01247824765677685,0.08344804504942725,-10.22151589046395,0.567292268922402,-1.7956065413771196,5.221179796298941,0.04606579846524724,0.006833518385423311,-10.096193652646637
180000000,0.7572662226833885,-1.7392410167038828,5.5172792310532985,0.09652860755924457,0.009121247965927424,-10.159825319182954,0.6537237346055041,-1.7731954844699513,5.378197668060338,0.00790355407524564,0.002020594122410255,-10.130733761036781
190000000,0.8561967745047516,-1.6498429661616991,5.556239959083693,-0.058944492484888034,-0.033550188439201295,-10.160144514837006,0.7652666769305647,-1.7294298744601169,5.450706091584955,0.008163746744827777,-0.0039006223877072086,-10.151481956873091
200000000,0.8824347477793434,-1.7859131644218567,5.559939957567607,-0.04927859883666452,-0.042328788966604816,-10.193376119947672,0.8445293655092762,-1.7507538666318947,5.5161303122751715,-0.012774789595845512,-0.031267131985338766,-10.145484586020904
210000000,0.9592509854013076,-1.6927937481355857,5.732370033840308,-0.10770589191340466,0.010244945276133784,-10.046716365277277,0.9405226793290269,-1.7325802352429018,5.627139998010149,-0.03271998110335911,-0.02040991775634685,-10.114140972329581
220000000,1.1952672439746663,-1.6752671315157266,5.606827534253612,-0.1455724688281292,-0.045755132705095854,-10.069781881692606,1.0600698722780775,-1.658863149678537,5.643828575430462,-0.08570846011914227,-0.020513617224041516,-10.086980663658455
230000000,1.1753888208176997,-1.5645434448881148,5.6734771376357,-0.017237040775893237,0.12166354753313757,-10.21558328990075,1.1518423303021457,-1.6029463040227478,5.683550547432142,-0.08899722523220928,0.03476245272085973,-10.167528562524005
240000000,1.3925582435050354,-1.469068516000326,5.635800971578844,0.010651026048488263,0.05152040721186298,-10.13652007050697,1.2805229609596012,-1.5548666114707022,5.661279945304211,-0.017517296161942662,0.037711556251850124,-10.117764436662265
250000000,1.5247821938310535,-1.3732954830123998,5.516147352830637,0.04896436493692578,-0.0033965434254942563,-10.064917485880912,1.4032533795903144,-1.4528142583215247,5.618394741492471,0.011407964918049594,0.029999681735569484,-10.13216826063586
260000000,1.5741151926374568,-1.2573747808765074,5.566039251901165,0.050445041885422814,-0.07072125993549566,-10.234666225341881,1.4920927428379185,-1.3329306564260923,5.5753996763774065,0.004532295742162405,0.0023277652439729415,-10.142280031568841
270000000,1.671454479635226,-1.1653974675645902,5.328627815167044,0.046845411299799196,-0.017895409030193293,-10.071731283743192,1.5863942466739411,-1.2189849079454695,5.4738574117271455,-0.010827239610474205,-0.0031177569846958,-10.117538055489
280000000,1.7423637408890618,-1.0343761085821777,5.155328281748712,-0.005720448982961118,0.12870004856577294,-10.128561474352919,1.6689165552839307,-1.1151536245321223,5.3081914853061125,-0.034972178080244734,0.029821833056626886,-10.14951408595689
290000000,1.7270126091320859,-1.0549721103931033,5.01543317350454,-0.022423273597996007,0.012613917855598192,-10.153440160725589,1.7148395055623324,-1.0799487621512167,5.1452355814983965,0.010422129209302702,-0.009541490377890274,-10.11063767444678
300000000,1.7373137358782558,-0.8619406203182386,4.86072528546894,0.019670108548835052,0.06132649454869828,-10.064757263682374,1.765600688815885,-0.961025880532227,4.970825697964374,-0.006103080505591475,0.019899346292599096,-10.095766457563185
310000000,1.7457866354180402,-0.832236396456827,4.50492852177228,0.024143734289756483,-0.024290618572224906,-10.13415065955198,1.7597300491976715,-0.8322020274135433,4.741246079911065,-0.003071924458671547,0.02648630177905106,-10.092959457226055
320000000,1.9728195711405534,-0.5844214701596424,4.293450587064115,0.10621773590924888,-0.048875975156365256,-10.147585018002047,1.8522772127333045,-0.7014978469512685,4.514659108724733,0.022488395350558125,-0.009950395528124252,-10.113708519800918
330000000,1.9664622557918217,-0.5483291674922369,4.023812747786745,0.01038332301486418,0.05267901460426937,-10.209340608540993,1.9133297666086557,-0.6050441213594259,4.238853381808687,0.022446067562869376,-0.010619299564293786,-10.161794673247789
340000000,2.040666837270827,-0.5384270513737814,3.7433546318724344,0.034925986606182874,0.00713529502042036,-10.139621402891311,1.9617670991057632,-0.5431625936506501,3.9676328567884642,0.031088888453078955,0.008182452041761464,-10.164473448567643
350000000,1.8937951429956121,-0.3495236868001116,3.506731531577043,-0.12359049057880642,-0.16045828150723038,-10.184036832595066,1.9343781869817471,-0.4349334234181557,3.7163153840194014,-0.003942636323972067,-0.0478218907069844,-10.18753708165152
