timestamp,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,attitude.x,attitude.y,attitude.z,motor_speed.0,motor_speed.1,motor_speed.2,motor_speed.3
930000000,-5.674233247470386,-18.529615856906098,-2.004209110129342,2.13962247189982,0.3047886592165057,0.019759311148593667,-0.06602514003904394,-0.3051218515642683,-0.034088688820112664,1175.508713261063,1155.9060766410778,1121.4959817459223,1179.2312510015556
940000000,-5.651807066368631,-18.526477979262935,-2.0039808607530056,2.165065728187476,0.29563362743278393,0.0238481260860608,-0.07388549294421862,-0.30475243267000807,-0.031072900868208214,1177.6187418492484,1153.8739614896162,1120.086483168467,1176.849893729232
950000000,-5.631406095103404,-18.52374645857008,-2.0037603697587727,2.187863298571919,0.28670889444072767,0.02356539340900832,-0.08055046632834818,-0.30415432136455656,-0.028162962941535617,1178.4933093727668,1152.4986614240104,1119.8921244767573,1174.4083299482481
960000000,-5.608474831033347,-18.520821384239326,-2.0035004569424326,2.214523900669569,0.2773417340061061,0.027266349231017832,-0.08747660987123332,-0.30319912050113107,-0.024696063314079388,1177.7260613137428,1152.145778882117,1121.1681393878353,1171.1565768764647
970000000,-5.585269452817256,-18.517993846730363,-2.003235599281401,2.23740228850832,0.2643871439889583,0.024982178307846093,-0.09394454323801432,-0.3018312618559955,-0.020972799187321672,1177.877988196483,1156.2979454156593,1118.9444044764714,1166.0455945357908
980000000,-5.56419188676007,-18.515552196893083,-2.0029811292163,2.2603739715018083,0.2555614771626147,0.02923008808665834,-0.09939234184368476,-0.30013100227782236,-0.017518152546995912,1181.707770601302,1157.123673691562,1115.8401900020854,1161.6396267655343
990000000,-5.540485844463806,-18.51295609593124,-2.002669046829319,2.2894678839589213,0.24408379577590172,0.030899588130539182,-0.10485052025292661,-0.29776076924351236,-0.013688417153952663,1186.1010229241274,1152.8735503454607,1114.7682588280288,1159.4130017421762
1000000000,-5.518901877261825,-18.51072791984179,-2.002383550921806,2.3146842324971932,0.2307900324924506,0.028511522335527686,-0.10914432024512297,-0.2951143659832855,-0.010294615807313504,1188.791016098859,1149.3664605395675,1114.7075175348234,1157.8969543414496
1010000000,-5.494651377386289,-18.508390263771044,-2.002055533417598,2.340171881589044,0.2175780418351489,0.03175039124534338,-0.11313910421569963,-0.2916271298442862,-0.00661092588911073,1187.973721068434,1145.1617347439694,1115.9573284655953,1158.7145262908848
1020000000,-5.470161088524618,-18.506202534424357,-2.001709921520586,2.3625549747816943,0.2046511178873337,0.03440813991859282,-0.11640830728211485,-0.28768050616453456,-0.003057764676930761,1186.343909142317,1142.6444348852078,1116.7047890899373,1158.9665643136348
1030000000,-5.447927851213288,-18.504349278950155,-2.0013558546027697,2.3791829887247324,0.18913198440960854,0.040368149706923304,-0.11866621657526752,-0.28371001536866086,-9.902392547913147e-06,1186.6947173909691,1143.5291123099169,1116.313981422017,1155.8535469682504
1040000000,-5.423014409438586,-18.50243201967108,-2.0009519046965796,2.4047078197229577,0.1780589026759756,0.03870572568144431,-0.12045492814654965,-0.2789375706643341,0.0032718706423145,1186.4304995753482,1142.934907697253,1117.7593724290484,1153.8731061200479
1050000000,-5.40038583662678,-18.500808596351945,-2.000582438937444,2.425475917805846,0.1691235708396211,0.039944437064964367,-0.12150385425843431,-0.2742759348437662,0.006059680044624728,1186.1076679814446,1140.8729806249567,1119.3167152064816,1153.8409778559474
1060000000,-5.374991125224006,-18.499092472261808,-2.0001470072766105,2.4483744722401366,0.15868618969224318,0.044461622650447306,-0.12203008249233004,-0.2687004074702808,0.009060564739722509,1185.505414184267,1139.6805164588218,1118.6431889533678,1154.7507135653725
