timestamp,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,attitude.x,attitude.y,attitude.z,motor_speed.0,motor_speed.1,motor_speed.2,motor_speed.3
0,-6.5,-18.5,-2.0,0.0,0.0,0.0,0.0,0.0,-1.5707963267948966,1133.1510991975279,1133.1510991975279,1133.1510991975279,1133.1510991975279
10000000,-6.5000036748202135,-18.499985618611607,-1.9999823904652225,-0.000527216354291126,0.0028066657721015414,0.0023538097966008683,-0.0001078557821432642,-0.00018879134123022355,-1.5687744098001897,1092.3402876151717,1149.907608863909,1121.3557679646046,1169.7588747250497
20000000,-6.500009455501801,-18.49994186831756,-1.99998844807771,-0.0015574959581208707,0.0046582708507698556,-0.0023498621013592017,-0.000320815664706227,-0.0013123966440371816,-1.5612341434112547,994.6651144181552,1190.2577649283571,1093.1807310020197,1258.8640840002085
30000000,-6.500043469669517,-18.499899034425322,-2.0000222800944867,-0.00632023983321465,0.004286683996911847,-0.003143088648103664,-0.0005761049044392324,-0.0038819300956364007,-1.5494979217056752,933.0336832964352,1215.501469554611,1078.3531503434704,1316.992955152899
40000000,-6.50011939329126,-18.499841105065027,-2.0000697639707345,-0.007079764335953582,0.00682324408984151,-0.005741232927378333,-0.0010402828491356873,-0.008718282970698871,-1.5313203729653244,910.1703247933643,1224.5765461537908,1077.8152625659277,1343.4591787698055
50000000,-6.500176491027924,-18.49976843314993,-2.000158593698533,-0.005224943938547566,0.00700224897383787,-0.012110274051809134,-0.0016256443042587847,-0.014879614993838013,-1.5106932206597061,915.0590372028533,1223.4588688599817,1081.249897325163,1348.136411128426
60000000,-6.500203184776752,-18.499701808371118,-2.0002939156621045,0.00024854709718854633,0.006072564091410678,-0.013471152046707435,-0.002528971302365623,-0.023660656616628223,-1.4833769684244544,932.6702731208187,1219.0585336003633,1082.8340354788504,1344.2566342051655
70000000,-6.50021356391152,-18.499649049763963,-2.0004657693731387,-0.0001861029375019566,0.0054933372358589696,-0.020622170137572483,-0.0036956952644407793,-0.03415952340180203,-1.4518516342479815,952.416504191529,1214.9608829927058,1083.086063264879,1336.1180607241724
80000000,-6.500209755711298,-18.49960138740303,-2.0006559746112207,0.0007453534960244927,0.003503577630212925,-0.02058770622948251,-0.00498056204119304,-0.044937057499511705,-1.4201356378598795,966.270141741783,1212.8902133422587,1084.4750586004761,1327.3385418399296
90000000,-6.50021842888996,-18.499574651114486,-2.0008894247661293,-0.0027898370600375256,0.001245507272189907,-0.023312261876401535,-0.00671665707170002,-0.05822186300686217,-1.3815161250914194,980.3091906346458,1207.3831172402158,1085.8017365410162,1320.232440145483
99999999,-6.500255235440259,-18.499594904722855,-2.0011506457478774,-0.002967067487909777,-0.005164513709852574,-0.0271368403119093,-0.008815012069157245,-0.07263869900373182,-1.3397866274255719,995.8308264491767,1198.531828797625,1086.4010755723261,1315.1616455100018
109999999,-6.500266437692396,-18.499695085612917,-2.0014207326920634,-0.0008290095523828313,-0.01612466579773762,-0.03058927881384858,-0.01087947962042586,-0.08643408405677633,-1.2997666502005105,1008.7789627775027,1192.969381001361,1086.4159881953215,1309.1548751710627
119999999,-6.500248861384832,-18.499925432273816,-2.0017561462755555,0.0046004523044451875,-0.026954638936620354,-0.03381196514388113,-0.013353943035619969,-0.10255646580336088,-1.2527080432224347,1021.9403218805382,1187.9079301612921,1084.2302836509348,1303.5843017436014
129999999,-6.500166659191356,-18.500228469180872,-2.002093836855757,0.012146036003421509,-0.03901599883289742,-0.03841535643881316,-0.01570906838283319,-0.11753379769934327,-1.208306912246952,1034.1038959333384,1183.5374499692275,1081.1694900021832,1298.6534619176698
140000000,-6.500009369747873,-18.5006969175338,-2.0025188199582513,0.01672166480883203,-0.0508526955674626,-0.04284403753562449,-0.018433146802003163,-0.13450888508889017,-1.156973792277283,1046.5887972815162,1179.4444858917334,1078.625350723134,1292.1758122832307
150000000,-6.499783774411272,-18.50131936407734,-2.0029790905357556,0.025209608261982586,-0.06869512624902285,-0.04792728373608402,-0.02134091392543776,-0.15162706764360195,-1.1036403110782251,1056.6508191281596,1176.6508445676009,1075.2428729054316,1286.7745312010275
160000000,-6.499514367420546,-18.50205485801052,-2.0034490136260685,0.03165910228583652,-0.08701517319258305,-0.04935657829852761,-0.02423541259198009,-0.16713549654096507,-1.054029804961799,1062.985964102208,1175.3781301515723,1072.0865989806682,1282.8440458021728
170000000,-6.4991376161300884,-18.503061695726974,-2.0039650893639256,0.03888936481000252,-0.10707860156872816,-0.05179826532234772,-0.027711575082393636,-0.18433817978599232,-0.9973209879774302,1070.650107435909,1172.3005456486026,1070.5747229673796,1277.7224879724895
180000000,-6.498747129387085,-18.504132990203924,-2.0044677454353486,0.048183358360899806,-0.1213117967164957,-0.053966374425428974,-0.0310178617953927,-0.19961990385627756,-0.9450772373461257,1081.6274415650028,1167.5760214743002,1068.3262198181294,1272.4756043165419
190000000,-6.498198565403918,-18.50550681752825,-2.0050311563239833,0.057101906652554116,-0.14140276623475126,-0.05332477898065496,-0.0349003990409071,-0.2161369590795145,-0.8857569011507266,1092.9064380237055,1164.1512892908609,1063.0734929923133,1268.264563648138
200000000,-6.497518745041934,-18.507067245866043,-2.0056019810934367,0.07057530305035527,-0.1603924450380318,-0.055583255952556115,-0.038843021456421684,-0.2320967859763816,-0.825281625562409,1103.1669164263728,1161.933265876483,1056.7362801514248,1265.0628157606006
